City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Device Protection,Tech Support,Streaming TV,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label
Ridgecrest,Male,No,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes
Trona,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes
Palmdale,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes
Bass Lake,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes
Biola,Female,Yes,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes
Five Points,Male,No,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes
Friant,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes
Kerman,Male,No,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,489.45,Yes
Madera,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes
Madera,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes
Mendota,Male,No,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes
Miramonte,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes
Orosi,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.2,178.7,Yes
Fresno,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes
San Joaquin,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes
Selma,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes
South Dos Palos,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,90.95,5453.4,Yes
Tollhouse,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,108.55,5610.7,Yes
Squaw Valley,Female,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.85,292.8,Yes
Fresno,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes
Fresno,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,100.0,5509.3,Yes
Fresno,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes
Fresno,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes
Big Sur,Female,No,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes
Carmel,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,Yes
Jolon,Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes
King City,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,Yes
Lockwood,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes
Marina,Male,No,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.6,319.15,Yes
Pebble Beach,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,One year,No,Electronic check,85.55,5084.65,Yes
Belmont,Female,No,No,No,60,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes
Daly City,Female,No,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,Yes
Loma Mar,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes
Los Altos,Female,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,83.9,497.55,Yes
Mountain View,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes
Mountain View,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes
Pescadero,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes
San Bruno,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes
South San Francisco,Female,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes
Sunnyvale,Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes
San Francisco,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes
San Francisco,Male,Yes,No,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes
San Francisco,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes
San Francisco,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes
San Francisco,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes
Palo Alto,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,360.1,Yes
San Mateo,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,Yes
Antioch,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes
Birds Landing,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes
Byron,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes
Concord,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes
Fremont,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
Fremont,Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes
Hayward,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Yes
Hayward,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes
Castro Valley,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes
Livermore,Male,Yes,Yes,No,44,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes
Martinez,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes
Fremont,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes
Napa,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes
Pinole,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.6,86.6,Yes
Pleasanton,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes
San Leandro,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes
San Lorenzo,Female,No,No,No,34,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes
San Ramon,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,Yes
Union City,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes
Pleasanton,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes
Walnut Creek,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes
Walnut Creek,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes
Walnut Creek,Male,No,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes
Oakland,Male,No,Yes,No,18,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,57.45,990.85,Yes
Oakland,Male,No,Yes,No,12,Yes,No,DSL,No,No,No,No,One year,No,Credit card (automatic),53.65,696.35,Yes
Berkeley,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes
Albany,Male,No,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes
Berkeley,Female,Yes,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.3,273.75,Yes
Berkeley,Female,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,Yes
San Rafael,Male,No,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,Yes
Greenbrae,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes
Bodega Bay,Male,No,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes
Cotati,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes
Forest Knolls,Male,Yes,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.65,526.95,Yes
Larkspur,Female,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,39.5,210.75,Yes
Marshall,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes
Novato,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.0,412.5,Yes
Nicasio,Female,No,No,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.7,832.05,Yes
Novato,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes
Novato,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes
San Anselmo,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes
Sausalito,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes
Tomales,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes
Valley Ford,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes
Alviso,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes
Boulder Creek,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes
Davenport,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,171.15,Yes
Freedom,Female,Yes,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes
Gilroy,Female,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes
Los Gatos,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes
San Martin,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes
Santa Cruz,Male,No,Yes,No,3,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes
San Jose,Female,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes
San Jose,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes
San Jose,Female,No,No,No,19,No,No phone service,DSL,No,No,No,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes
San Jose,Male,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes
San Jose,Male,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes
San Jose,Female,No,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes
San Jose,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes
Stockton,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,35.55,35.55,Yes
Stockton,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
Acampo,Male,No,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes
Glencoe,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
Linden,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes
Lodi,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes
Valley Springs,Male,No,Yes,No,60,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes
West Point,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,Yes
Atwater,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes
Big Oak Flat,Male,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes
Columbia,Male,Yes,No,No,21,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes
Delhi,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
Hickman,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.45,593.45,Yes
Long Barn,Male,No,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
Mariposa,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
Mi Wuk Village,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
Modesto,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes
Modesto,Female,No,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.35,740.8,Yes
Modesto,Male,No,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes
Modesto,Female,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,250.05,Yes
Oakdale,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes
Riverbank,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes
Salida,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
Snelling,Female,No,Yes,No,16,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes
Turlock,Male,No,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,78.3,2564.3,Yes
Westley,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
Yosemite National Park,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes
Santa Rosa,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes
Santa Rosa,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes
Branscomb,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.15,987.95,Yes
Caspar,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,Yes
Clearlake,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes
Cloverdale,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.3,523.15,Yes
Comptche,Female,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes
Eldridge,Female,Yes,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes
Fulton,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes
Gualala,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes
Nice,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes
Rio Nido,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,Yes
Ukiah,Male,No,No,No,6,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,Yes
Witter Springs,Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,Yes
Alderpoint,Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes
Mckinleyville,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes
Bayside,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes
Blue Lake,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes
Bridgeville,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes
Crescent City,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes
Ferndale,Female,No,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3474.45,Yes
Honeydew,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,Yes
Korbel,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,76.35,Yes
Loleta,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
Miranda,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes
Rio Dell,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes
Salyer,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,Yes
Smith River,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes
Somes Bar,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes
Trinidad,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes
Whitethorn,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes
Amador City,Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.95,857.2,Yes
Carmichael,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes
Davis,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes
Davis,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes
Diamond Springs,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes
Dixon,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes
Elk Grove,Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes
Elmira,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.6,813.85,Yes
Folsom,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.2,79.2,Yes
Greenwood,Male,No,No,No,5,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Mailed check,70.0,347.4,Yes
Jackson,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes
Knights Landing,Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes
Madison,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes
Orangevale,Male,No,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes
Penryn,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes
Pleasant Grove,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes
Plymouth,Female,No,No,No,18,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,35.0,553.0,Yes
Rio Linda,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes
Sheridan,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes
Sloughhouse,Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes
Wheatland,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes
Winters,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes
Colfax,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,Yes
Meadow Vista,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes
Soda Springs,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.4,193.6,Yes
Rancho Cordova,Female,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes
Sacramento,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes
Sacramento,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes
Sacramento,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,Yes
Sacramento,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes
